benchmark,noise_percent,seed,arm,alpha,alpha_mode,best_beta,validation_error,true_alpha,target_noise_l2,initial_slice_effect_l2,target_variance_clean,target_variance_noisy,temporal_adjoint_weight_norm
Frac. RD (space),2.0,0,clean,0.9467625,fractional_subunit,1.6578389739582386,0.0006711315877700289,1.0,0.005562303417143052,0.0007628660623093629,5.842173539636207e-07,5.939045024611153e-07,47.96501147130932
Frac. RD (space),2.0,0,fully_noisy,0.9467625,fractional_subunit,1.6441649415096296,0.04227450280648058,1.0,0.005562303417143052,0.0007628660623093629,5.842173539636207e-07,5.939045024611153e-07,47.96501147130932
Frac. RD (space),2.0,0,clean_initial_slice,0.9467625,fractional_subunit,1.6555506552686832,0.04164014469384095,1.0,0.005562303417143052,0.0007628660623093629,5.842173539636207e-07,5.939045024611153e-07,47.96501147130932
Frac. RD (space),2.0,0,target_only_noise,0.9467625,fractional_subunit,1.6432129630883179,0.04192625217147143,1.0,0.005562303417143052,0.0007628660623093629,5.842173539636207e-07,5.939045024611153e-07,47.96501147130932
Frac. RD (space),2.0,0,library_only_noise,0.9467625,fractional_subunit,1.6617585108214947,0.0007144851690057603,1.0,0.005562303417143052,0.0007628660623093629,5.842173539636207e-07,5.939045024611153e-07,47.96501147130932
Frac. RD (space),2.0,0,clean,0.94925,fractional_subunit,1.6577047862250793,0.0006133799086238384,1.0,0.005596875274461251,0.0007389868115181985,5.849642131894187e-07,5.946689936449905e-07,48.25113552151506
Frac. RD (space),2.0,0,fully_noisy,0.94925,fractional_subunit,1.644204802758656,0.04265014385679403,1.0,0.005596875274461251,0.0007389868115181985,5.849642131894187e-07,5.946689936449905e-07,48.25113552151506
Frac. RD (space),2.0,0,clean_initial_slice,0.94925,fractional_subunit,1.6551552840168284,0.042053658622544086,1.0,0.005596875274461251,0.0007389868115181985,5.849642131894187e-07,5.946689936449905e-07,48.25113552151506
Frac. RD (space),2.0,0,target_only_noise,0.94925,fractional_subunit,1.643203914924575,0.04230581320366704,1.0,0.005596875274461251,0.0007389868115181985,5.849642131894187e-07,5.946689936449905e-07,48.25113552151506
Frac. RD (space),2.0,0,library_only_noise,0.94925,fractional_subunit,1.661617658582261,0.0006577490272073432,1.0,0.005596875274461251,0.0007389868115181985,5.849642131894187e-07,5.946689936449905e-07,48.25113552151506
Frac. RD (space),2.0,0,clean,0.9517375,fractional_subunit,1.657570783570196,0.0005583509319379802,1.0,0.005631710452005112,0.0007152138927804127,5.857131348311914e-07,5.954384371027753e-07,48.539868993193146
Frac. RD (space),2.0,0,fully_noisy,0.9517375,fractional_subunit,1.6442445515709296,0.04303220682797858,1.0,0.005631710452005112,0.0007152138927804127,5.857131348311914e-07,5.954384371027753e-07,48.539868993193146
Frac. RD (space),2.0,0,clean_initial_slice,0.9517375,fractional_subunit,1.6547602086675084,0.04247212212065052,1.0,0.005631710452005112,0.0007152138927804127,5.857131348311914e-07,5.954384371027753e-07,48.539868993193146
Frac. RD (space),2.0,0,target_only_noise,0.9517375,fractional_subunit,1.6431948026522778,0.042691793604510204,1.0,0.005631710452005112,0.0007152138927804127,5.857131348311914e-07,5.954384371027753e-07,48.539868993193146
Frac. RD (space),2.0,0,library_only_noise,0.9517375,fractional_subunit,1.6614769988054008,0.0006037343088385762,1.0,0.005631710452005112,0.0007152138927804127,5.857131348311914e-07,5.954384371027753e-07,48.539868993193146
Frac. RD (space),2.0,0,clean,0.954225,fractional_subunit,1.6574314128611194,0.0005057241905152895,1.0,0.005667185374992406,0.0006912301651700029,5.864407353164527e-07,5.961907028063731e-07,48.83121813357605
Frac. RD (space),2.0,0,fully_noisy,0.954225,fractional_subunit,1.6442787124619656,0.04342803801636078,1.0,0.005667185374992406,0.0006912301651700029,5.864407353164527e-07,5.961907028063731e-07,48.83121813357605
Frac. RD (space),2.0,0,clean_initial_slice,0.954225,fractional_subunit,1.6543560184860877,0.042903307197392014,1.0,0.005667185374992406,0.0006912301651700029,5.864407353164527e-07,5.961907028063731e-07,48.83121813357605
Frac. RD (space),2.0,0,target_only_noise,0.954225,fractional_subunit,1.6431788939313976,0.04309164840927853,1.0,0.005667185374992406,0.0006912301651700029,5.864407353164527e-07,5.961907028063731e-07,48.83121813357605
Frac. RD (space),2.0,0,library_only_noise,0.954225,fractional_subunit,1.6613324565934233,0.0005521267779646518,1.0,0.005667185374992406,0.0006912301651700029,5.864407353164527e-07,5.961907028063731e-07,48.83121813357605
Frac. RD (space),2.0,0,clean,0.9567125,fractional_subunit,1.6572929048648513,0.0004557692443765286,1.0,0.0057030049576404845,0.0006673055134386789,5.871654114026109e-07,5.969433123627439e-07,49.125189105527376
Frac. RD (space),2.0,0,fully_noisy,0.9567125,fractional_subunit,1.6443116003744183,0.04383201414160104,1.0,0.0057030049576404845,0.0006673055134386789,5.871654114026109e-07,5.969433123627439e-07,49.125189105527376
Frac. RD (space),2.0,0,clean_initial_slice,0.9567125,fractional_subunit,1.653950107807606,0.043341224713062676,1.0,0.0057030049576404845,0.0006673055134386789,5.871654114026109e-07,5.969433123627439e-07,49.125189105527376
Frac. RD (space),2.0,0,target_only_noise,0.9567125,fractional_subunit,1.64316149198986,0.043499668592906236,1.0,0.0057030049576404845,0.0006673055134386789,5.871654114026109e-07,5.969433123627439e-07,49.125189105527376
Frac. RD (space),2.0,0,library_only_noise,0.9567125,fractional_subunit,1.6611872384592992,0.0005031911136484554,1.0,0.0057030049576404845,0.0006673055134386789,5.871654114026109e-07,5.969433123627439e-07,49.125189105527376
Frac. RD (space),2.0,0,clean,0.9592,fractional_subunit,1.657154571325468,0.00040854675263603984,1.0,0.005739084083694108,0.0006435240237911604,5.878921373482132e-07,5.977009840500628e-07,49.421787988503525
Frac. RD (space),2.0,0,fully_noisy,0.9592,fractional_subunit,1.6443443809487137,0.044242555652033486,1.0,0.005739084083694108,0.0006435240237911604,5.878921373482132e-07,5.977009840500628e-07,49.421787988503525
Frac. RD (space),2.0,0,clean_initial_slice,0.9592,fractional_subunit,1.6535444773285206,0.04378420408876484,1.0,0.005739084083694108,0.0006435240237911604,5.878921373482132e-07,5.977009840500628e-07,49.421787988503525
Frac. RD (space),2.0,0,target_only_noise,0.9592,fractional_subunit,1.6431440297666091,0.04391425135947481,1.0,0.005739084083694108,0.0006435240237911604,5.878921373482132e-07,5.977009840500628e-07,49.421787988503525
Frac. RD (space),2.0,0,library_only_noise,0.9592,fractional_subunit,1.661042210898852,0.0004569866454061746,1.0,0.005739084083694108,0.0006435240237911604,5.878921373482132e-07,5.977009840500628e-07,49.421787988503525
Frac. RD (space),2.0,0,clean,0.9616875,fractional_subunit,1.657012611780638,0.0003638074735072566,1.0,0.0057757846196133875,0.0006195961722299658,5.885987800757119e-07,5.98442916221763e-07,49.72102077947897
Frac. RD (space),2.0,0,fully_noisy,0.9616875,fractional_subunit,1.6443718440995208,0.044666811393141596,1.0,0.0057757846196133875,0.0006195961722299658,5.885987800757119e-07,5.98442916221763e-07,49.72102077947897
Frac. RD (space),2.0,0,clean_initial_slice,0.9616875,fractional_subunit,1.6531302800412169,0.04423974399865894,1.0,0.0057757846196133875,0.0006195961722299658,5.885987800757119e-07,5.98442916221763e-07,49.72102077947897
Frac. RD (space),2.0,0,target_only_noise,0.9616875,fractional_subunit,1.6431201072363653,0.04434264858860576,1.0,0.0057757846196133875,0.0006195961722299658,5.885987800757119e-07,5.98442916221763e-07,49.72102077947897
Frac. RD (space),2.0,0,library_only_noise,0.9616875,fractional_subunit,1.6608935317935767,0.0004132698168000405,1.0,0.0057757846196133875,0.0006195961722299658,5.885987800757119e-07,5.98442916221763e-07,49.72102077947897
Frac. RD (space),2.0,0,clean,0.964175,fractional_subunit,1.656869669009655,0.0003217417181788437,1.0,0.005812856631051274,0.0005957527992507401,5.893006925158506e-07,5.991836492830723e-07,50.022893393833854
Frac. RD (space),2.0,0,fully_noisy,0.964175,fractional_subunit,1.6443976100771938,0.04509997957931009,1.0,0.005812856631051274,0.0005957527992507401,5.893006925158506e-07,5.991836492830723e-07,50.022893393833854
Frac. RD (space),2.0,0,clean_initial_slice,0.964175,fractional_subunit,1.6527136422343676,0.04470276944700201,1.0,0.005812856631051274,0.0005957527992507401,5.893006925158506e-07,5.991836492830723e-07,50.022893393833854
Frac. RD (space),2.0,0,target_only_noise,0.964175,fractional_subunit,1.6430941695273031,0.044779986826969216,1.0,0.005812856631051274,0.0005957527992507401,5.893006925158506e-07,5.991836492830723e-07,50.022893393833854
Frac. RD (space),2.0,0,library_only_noise,0.964175,fractional_subunit,1.6607438664424419,0.00037222701699459154,1.0,0.005812856631051274,0.0005957527992507401,5.893006925158506e-07,5.991836492830723e-07,50.022893393833854
Frac. RD (space),2.0,0,clean,0.9666625,fractional_subunit,1.656726907276904,0.00028241871956911923,1.0,0.0058501842689965885,0.0005721096554717779,5.900046426147776e-07,5.999295587780549e-07,50.32741166620216
Frac. RD (space),2.0,0,fully_noisy,0.9666625,fractional_subunit,1.6444232731037245,0.0455398610701169,1.0,0.0058501842689965885,0.0005721096554717779,5.900046426147776e-07,5.999295587780549e-07,50.32741166620216
Frac. RD (space),2.0,0,clean_initial_slice,0.9666625,fractional_subunit,1.6522972674926917,0.045170973115890606,1.0,0.0058501842689965885,0.0005721096554717779,5.900046426147776e-07,5.999295587780549e-07,50.32741166620216
Frac. RD (space),2.0,0,target_only_noise,0.9666625,fractional_subunit,1.6430681744841424,0.04522403529943521,1.0,0.0058501842689965885,0.0005721096554717779,5.900046426147776e-07,5.999295587780549e-07,50.32741166620216
Frac. RD (space),2.0,0,library_only_noise,0.9666625,fractional_subunit,1.6605943893214439,0.00033392573687405786,1.0,0.0058501842689965885,0.0005721096554717779,5.900046426147776e-07,5.999295587780549e-07,50.32741166620216
Frac. RD (space),2.0,0,clean,0.96915,fractional_subunit,1.6565807561904797,0.0002456518592497402,1.0,0.005888112694866361,0.0005484093821677489,5.906898081783916e-07,6.006612113450378e-07,50.63458135127975
Frac. RD (space),2.0,0,fully_noisy,0.96915,fractional_subunit,1.6444439071945853,0.04599336316819626,1.0,0.005888112694866361,0.0005484093821677489,5.906898081783916e-07,6.006612113450378e-07,50.63458135127975
Frac. RD (space),2.0,0,clean_initial_slice,0.96915,fractional_subunit,1.65187288953425,0.04565154215560437,1.0,0.005888112694866361,0.0005484093821677489,5.906898081783916e-07,6.006612113450378e-07,50.63458135127975
Frac. RD (space),2.0,0,target_only_noise,0.96915,fractional_subunit,1.64303607647324,0.04568179832299492,1.0,0.005888112694866361,0.0005484093821677489,5.906898081783916e-07,6.006612113450378e-07,50.63458135127975
Frac. RD (space),2.0,0,library_only_noise,0.96915,fractional_subunit,1.6604414998091308,0.00029818451027999854,1.0,0.005888112694866361,0.0005484093821677489,5.906898081783916e-07,6.006612113450378e-07,50.63458135127975
Frac. RD (space),2.0,0,clean,0.9716374999999999,fractional_subunit,1.6564333047624822,0.00021156785039697063,1.0,0.005926441143857183,0.0005248482302564479,5.913683725987094e-07,6.013900886106322e-07,50.94440812459113
Frac. RD (space),2.0,0,fully_noisy,0.9716374999999999,fractional_subunit,1.6444623998799746,0.04645660250968639,1.0,0.005926441143857183,0.0005248482302564479,5.913683725987094e-07,6.013900886106322e-07,50.94440812459113
Frac. RD (space),2.0,0,clean_initial_slice,0.9716374999999999,fractional_subunit,1.6514453334189843,0.04614039930464472,1.0,0.005926441143857183,0.0005248482302564479,5.913683725987094e-07,6.013900886106322e-07,50.94440812459113
Frac. RD (space),2.0,0,target_only_noise,0.9716374999999999,fractional_subunit,1.6430014173904268,0.046149335573293544,1.0,0.005926441143857183,0.0005248482302564479,5.913683725987094e-07,6.013900886106322e-07,50.94440812459113
Frac. RD (space),2.0,0,library_only_noise,0.9716374999999999,fractional_subunit,1.660287304368927,0.00026512705785474496,1.0,0.005926441143857183,0.0005248482302564479,5.913683725987094e-07,6.013900886106322e-07,50.94440812459113
Frac. RD (space),2.0,0,clean,0.974125,fractional_subunit,1.656286031956644,0.00018023747062278182,1.0,0.005965021188340743,0.0005015796913368685,5.920489628741003e-07,6.021242611837561e-07,51.256897583213366
Frac. RD (space),2.0,0,fully_noisy,0.974125,fractional_subunit,1.644480793217686,0.046926707533378055,1.0,0.005965021188340743,0.0005015796913368685,5.920489628741003e-07,6.021242611837561e-07,51.256897583213366
Frac. RD (space),2.0,0,clean_initial_slice,0.974125,fractional_subunit,1.6510180217864574,0.046634555164365966,1.0,0.005965021188340743,0.0005015796913368685,5.920489628741003e-07,6.021242611837561e-07,51.256897583213366
Frac. RD (space),2.0,0,target_only_noise,0.974125,fractional_subunit,1.6429667031922428,0.04662373514730386,1.0,0.005965021188340743,0.0005015796913368685,5.920489628741003e-07,6.021242611837561e-07,51.256897583213366
Frac. RD (space),2.0,0,library_only_noise,0.974125,fractional_subunit,1.660133294374204,0.00023482201935431672,1.0,0.005965021188340743,0.0005015796913368685,5.920489628741003e-07,6.021242611837561e-07,51.256897583213366
Frac. RD (space),2.0,0,clean,0.9766125,fractional_subunit,1.6561356146095432,0.00015152835045787973,1.0,0.006004179177868554,0.00047838702355518855,5.927121290055773e-07,6.028457035429761e-07,51.57205524645633
Frac. RD (space),2.0,0,fully_noisy,0.9766125,fractional_subunit,1.6444944642039616,0.04741029829158984,1.0,0.006004179177868554,0.00047838702355518855,5.927121290055773e-07,6.028457035429761e-07,51.57205524645633
Frac. RD (space),2.0,0,clean_initial_slice,0.9766125,fractional_subunit,1.6505832858879008,0.04714084586893422,1.0,0.006004179177868554,0.00047838702355518855,5.927121290055773e-07,6.028457035429761e-07,51.57205524645633
Frac. RD (space),2.0,0,target_only_noise,0.9766125,fractional_subunit,1.6429262644271627,0.04711170777476754,1.0,0.006004179177868554,0.00047838702355518855,5.927121290055773e-07,6.028457035429761e-07,51.57205524645633
Frac. RD (space),2.0,0,library_only_noise,0.9766125,fractional_subunit,1.659976119426791,0.00020714165804302202,1.0,0.006004179177868554,0.00047838702355518855,5.927121290055773e-07,6.028457035429761e-07,51.57205524645633
Frac. RD (space),2.0,0,clean,0.9791,fractional_subunit,1.6559835704553938,0.00012551872147372552,1.0,0.006043767433288558,0.0004554410509484719,5.933667573637387e-07,6.035627617560619e-07,51.8898865564988
Frac. RD (space),2.0,0,fully_noisy,0.9791,fractional_subunit,1.6445055293076027,0.0479045099795684,1.0,0.006043767433288558,0.0004554410509484719,5.933667573637387e-07,6.035627617560619e-07,51.8898865564988
Frac. RD (space),2.0,0,clean_initial_slice,0.9791,fractional_subunit,1.6501446167248246,0.04765627810551601,1.0,0.006043767433288558,0.0004554410509484719,5.933667573637387e-07,6.035627617560619e-07,51.8898865564988
Frac. RD (space),2.0,0,target_only_noise,0.9791,fractional_subunit,1.6428826948471131,0.04761034702922332,1.0,0.006043767433288558,0.0004554410509484719,5.933667573637387e-07,6.035627617560619e-07,51.8898865564988
Frac. RD (space),2.0,0,library_only_noise,0.9791,fractional_subunit,1.659817309485719,0.00018216211154531488,1.0,0.006043767433288558,0.0004554410509484719,5.933667573637387e-07,6.035627617560619e-07,51.8898865564988
Frac. RD (space),2.0,0,clean,0.9815875000000001,fractional_subunit,1.6558317019436013,0.00010227418423277151,1.0,0.006083603163805921,0.00043294438714246646,5.940234002128986e-07,6.04285238847233e-07,52.210396878978315
Frac. RD (space),2.0,0,fully_noisy,0.9815875000000001,fractional_subunit,1.6445164979056965,0.04840574417341432,1.0,0.006083603163805921,0.00043294438714246646,5.940234002128986e-07,6.04285238847233e-07,52.210396878978315
Frac. RD (space),2.0,0,clean_initial_slice,0.9815875000000001,fractional_subunit,1.6497061719548625,0.04817713372479799,1.0,0.006083603163805921,0.00043294438714246646,5.940234002128986e-07,6.04285238847233e-07,52.210396878978315
Frac. RD (space),2.0,0,target_only_noise,0.9815875000000001,fractional_subunit,1.6428390711689265,0.04811600512193388,1.0,0.006083603163805921,0.00043294438714246646,5.940234002128986e-07,6.04285238847233e-07,52.210396878978315
Frac. RD (space),2.0,0,library_only_noise,0.9815875000000001,fractional_subunit,1.6596586817045975,0.00015994646411519875,1.0,0.006083603163805921,0.00043294438714246646,5.940234002128986e-07,6.04285238847233e-07,52.210396878978315
Frac. RD (space),2.0,0,clean,0.984075,fractional_subunit,1.6556769420950483,8.170848893384523e-05,1.0,0.006123991845345529,0.0004107371119870943,5.946640419686821e-07,6.049965563104369e-07,52.53359150353509
Frac. RD (space),2.0,0,fully_noisy,0.984075,fractional_subunit,1.644523068954389,0.048920286335720646,1.0,0.006123991845345529,0.0004107371119870943,5.946640419686821e-07,6.049965563104369e-07,52.53359150353509
Frac. RD (space),2.0,0,clean_initial_slice,0.984075,fractional_subunit,1.6492608971318288,0.04870985703007203,1.0,0.006123991845345529,0.0004107371119870943,5.946640419686821e-07,6.049965563104369e-07,52.53359150353509
Frac. RD (space),2.0,0,target_only_noise,0.984075,fractional_subunit,1.6427901230516702,0.04863505153724062,1.0,0.006123991845345529,0.0004107371119870943,5.946640419686821e-07,6.049965563104369e-07,52.53359150353509
Frac. RD (space),2.0,0,library_only_noise,0.984075,fractional_subunit,1.6594971447384106,0.00014041259332611973,1.0,0.006123991845345529,0.0004107371119870943,5.946640419686821e-07,6.049965563104369e-07,52.53359150353509
Frac. RD (space),2.0,0,clean,0.9865625,fractional_subunit,1.655520219480165,6.386593040564126e-05,1.0,0.006164842687802355,0.0003889833019174042,5.952941427625382e-07,6.057018487250844e-07,52.85947564430848
Frac. RD (space),2.0,0,fully_noisy,0.9865625,fractional_subunit,1.6445265493884695,0.04944639357666283,1.0,0.006164842687802355,0.0003889833019174042,5.952941427625382e-07,6.057018487250844e-07,52.85947564430848
Frac. RD (space),2.0,0,clean_initial_slice,0.9865625,fractional_subunit,1.6488109165646836,0.04925262751683335,1.0,0.006164842687802355,0.0003889833019174042,5.952941427625382e-07,6.057018487250844e-07,52.85947564430848
Frac. RD (space),2.0,0,target_only_noise,0.9865625,fractional_subunit,1.6427374501770375,0.04916571773393922,1.0,0.006164842687802355,0.0003889833019174042,5.952941427625382e-07,6.057018487250844e-07,52.85947564430848
Frac. RD (space),2.0,0,library_only_noise,0.9865625,fractional_subunit,1.6593336342997433,0.0001236035664249994,1.0,0.006164842687802355,0.0003889833019174042,5.952941427625382e-07,6.057018487250844e-07,52.85947564430848
Frac. RD (space),2.0,0,clean,0.98905,fractional_subunit,1.6553636690202633,4.880053748837017e-05,1.0,0.006205936818947527,0.00036795602615145753,5.959262471673395e-07,6.064126884105055e-07,53.18805444038534
Frac. RD (space),2.0,0,fully_noisy,0.98905,fractional_subunit,1.6445299351542781,0.04997968456463081,1.0,0.006205936818947527,0.00036795602615145753,5.959262471673395e-07,6.064126884105055e-07,53.18805444038534
Frac. RD (space),2.0,0,clean_initial_slice,0.98905,fractional_subunit,1.6483611387062231,0.049800950283955335,1.0,0.006205936818947527,0.00036795602615145753,5.959262471673395e-07,6.064126884105055e-07,53.18805444038534
Frac. RD (space),2.0,0,target_only_noise,0.98905,fractional_subunit,1.6426847231582893,0.04970356367817124,1.0,0.006205936818947527,0.00036795602615145753,5.959262471673395e-07,6.064126884105055e-07,53.18805444038534
Frac. RD (space),2.0,0,library_only_noise,0.98905,fractional_subunit,1.6591703022111524,0.00010957053554352397,1.0,0.006205936818947527,0.00036795602615145753,5.959262471673395e-07,6.064126884105055e-07,53.18805444038534
Frac. RD (space),2.0,0,clean,0.9915375,fractional_subunit,1.655204488880156,3.646431386734016e-05,1.0,0.006247556829721051,0.00034758255706749893,5.965438371240271e-07,6.071139826411507e-07,53.51933295619958
Frac. RD (space),2.0,0,fully_noisy,0.9915375,fractional_subunit,1.6445292665216327,0.05052606119036098,1.0,0.006247556829721051,0.00034758255706749893,5.965438371240271e-07,6.071139826411507e-07,53.51933295619958
Frac. RD (space),2.0,0,clean_initial_slice,0.9915375,fractional_subunit,1.6479051401044043,0.05036083565125612,1.0,0.006247556829721051,0.00034758255706749893,5.965438371240271e-07,6.071139826411507e-07,53.51933295619958
Frac. RD (space),2.0,0,target_only_noise,0.9915375,fractional_subunit,1.642627093214414,0.05025456830706377,1.0,0.006247556829721051,0.00034758255706749893,5.965438371240271e-07,6.071139826411507e-07,53.51933295619958
Frac. RD (space),2.0,0,library_only_noise,0.9915375,fractional_subunit,1.6590043250555033,9.826914120643687e-05,1.0,0.006247556829721051,0.00034758255706749893,5.965438371240271e-07,6.071139826411507e-07,53.51933295619958
Frac. RD (space),2.0,0,clean,0.9940249999999999,fractional_subunit,1.6550430004451815,2.6881552650946686e-05,1.0,0.006289672499496774,0.00032805559266404913,5.971488156106787e-07,6.078075794774622e-07,53.85331618188208
Frac. RD (space),2.0,0,fully_noisy,0.9940249999999999,fractional_subunit,1.6445250020547997,0.051085009047647005,1.0,0.006289672499496774,0.00032805559266404913,5.971488156106787e-07,6.078075794774622e-07,53.85331618188208
Frac. RD (space),2.0,0,clean_initial_slice,0.9940249999999999,fractional_subunit,1.6474436460626203,0.05093172743920375,1.0,0.006289672499496774,0.00032805559266404913,5.971488156106787e-07,6.078075794774622e-07,53.85331618188208
Frac. RD (space),2.0,0,target_only_noise,0.9940249999999999,fractional_subunit,1.6425651202269795,0.05081820816340662,1.0,0.006289672499496774,0.00032805559266404913,5.971488156106787e-07,6.078075794774622e-07,53.85331618188208
Frac. RD (space),2.0,0,library_only_noise,0.9940249999999999,fractional_subunit,1.6588360264869442,8.972328174364313e-05,1.0,0.006289672499496774,0.00032805559266404913,5.971488156106787e-07,6.078075794774622e-07,53.85331618188208
Frac. RD (space),2.0,0,clean,0.9965125,fractional_subunit,1.654881680160505,2.008866366885236e-05,1.0,0.006332027227430888,0.0003097533314481936,5.977557873583525e-07,6.085068569243826e-07,54.190009033560756
Frac. RD (space),2.0,0,fully_noisy,0.9965125,fractional_subunit,1.644520643971981,0.051651306263725744,1.0,0.006332027227430888,0.0003097533314481936,5.977557873583525e-07,6.085068569243826e-07,54.190009033560756
Frac. RD (space),2.0,0,clean_initial_slice,0.9965125,fractional_subunit,1.6469823313765413,0.05150830466495919,1.0,0.006332027227430888,0.0003097533314481936,5.977557873583525e-07,6.085068569243826e-07,54.190009033560756
Frac. RD (space),2.0,0,target_only_noise,0.9965125,fractional_subunit,1.6425030918666206,0.05138919302273051,1.0,0.006332027227430888,0.0003097533314481936,5.977557873583525e-07,6.085068569243826e-07,54.190009033560756
Frac. RD (space),2.0,0,library_only_noise,0.9965125,fractional_subunit,1.6586679019457187,8.396614862243073e-05,1.0,0.006332027227430888,0.0003097533314481936,5.977557873583525e-07,6.085068569243826e-07,54.190009033560756
Frac. RD (space),2.0,0,clean,0.999,fractional_subunit,1.6547190744754983,1.607242018127686e-05,1.0,0.006374767800807081,0.0002928080693400058,5.983561629368991e-07,6.09204023792575e-07,54.52941635360938
Frac. RD (space),2.0,0,fully_noisy,0.999,fractional_subunit,1.6445141276609225,0.052228088604536954,1.0,0.006374767800807081,0.0002928080693400058,5.983561629368991e-07,6.09204023792575e-07,54.52941635360938
Frac. RD (space),2.0,0,clean_initial_slice,0.999,fractional_subunit,1.6465178699649572,0.05209374247960171,1.0,0.006374767800807081,0.0002928080693400058,5.983561629368991e-07,6.09204023792575e-07,54.52941635360938
Frac. RD (space),2.0,0,target_only_noise,0.999,fractional_subunit,1.6424384811274197,0.05197069865145985,1.0,0.006374767800807081,0.0002928080693400058,5.983561629368991e-07,6.09204023792575e-07,54.52941635360938
Frac. RD (space),2.0,0,library_only_noise,0.999,fractional_subunit,1.6584984869195785,8.098635400666032e-05,1.0,0.006374767800807081,0.0002928080693400058,5.983561629368991e-07,6.09204023792575e-07,54.52941635360938
Frac. RD (space),2.0,0,clean,1.0,integer,1.6523508522529187,1.4750142492897094e-05,1.0,0.0063652851544431085,0.0003360412842474785,5.981765082524574e-07,6.082748063038246e-07,54.44439739465885
Frac. RD (space),2.0,0,fully_noisy,1.0,integer,1.6449375322741486,0.05210163593090511,1.0,0.0063652851544431085,0.0003360412842474785,5.981765082524574e-07,6.082748063038246e-07,54.44439739465885
Frac. RD (space),2.0,0,clean_initial_slice,1.0,integer,1.647079684809822,0.05199569114886493,1.0,0.0063652851544431085,0.0003360412842474785,5.981765082524574e-07,6.082748063038246e-07,54.44439739465885
Frac. RD (space),2.0,0,target_only_noise,1.0,integer,1.6416127617223806,0.051960528644303686,1.0,0.0063652851544431085,0.0003360412842474785,5.981765082524574e-07,6.082748063038246e-07,54.44439739465885
Frac. RD (space),2.0,0,library_only_noise,1.0,integer,1.6561214794729124,8.00313223044955e-05,1.0,0.0063652851544431085,0.0003360412842474785,5.981765082524574e-07,6.082748063038246e-07,54.44439739465885
Frac. RD (space),2.0,0,clean,1.001,fractional_superunit,2.0999957614371403,0.49668985222517376,1.0,0.24991503679218488,0.34344053149987663,3.355295495431486e-09,4.155323004540467e-05,3257.0544404454995
Frac. RD (space),2.0,0,fully_noisy,1.001,fractional_superunit,0.35271634414884456,0.8697123787762845,1.0,0.24991503679218488,0.34344053149987663,3.355295495431486e-09,4.155323004540467e-05,3257.0544404454995
Frac. RD (space),2.0,0,clean_initial_slice,1.001,fractional_superunit,0.22753875395319434,0.34178621309811213,1.0,0.24991503679218488,0.34344053149987663,3.355295495431486e-09,4.155323004540467e-05,3257.0544404454995
Frac. RD (space),2.0,0,target_only_noise,1.001,fractional_superunit,0.34865261997128183,0.8699736512607991,1.0,0.24991503679218488,0.34344053149987663,3.355295495431486e-09,4.155323004540467e-05,3257.0544404454995
Frac. RD (space),2.0,0,library_only_noise,1.001,fractional_superunit,2.0999957614371403,0.4971096529758959,1.0,0.24991503679218488,0.34344053149987663,3.355295495431486e-09,4.155323004540467e-05,3257.0544404454995
Frac. RD (space),2.0,0,clean,1.0088421052631578,fractional_superunit,2.0999957614371403,0.49542596431213193,1.0,0.25037194290345816,0.3441024774955791,3.4010869991004938e-09,4.170521408356445e-05,3262.995123137814
Frac. RD (space),2.0,0,fully_noisy,1.0088421052631578,fractional_superunit,0.35355154357002666,0.8697137520138531,1.0,0.25037194290345816,0.3441024774955791,3.4010869991004938e-09,4.170521408356445e-05,3262.995123137814
Frac. RD (space),2.0,0,clean_initial_slice,1.0088421052631578,fractional_superunit,0.22793320750670584,0.3415603463172211,1.0,0.25037194290345816,0.3441024774955791,3.4010869991004938e-09,4.170521408356445e-05,3262.995123137814
Frac. RD (space),2.0,0,target_only_noise,1.0088421052631578,fractional_superunit,0.3494833394923786,0.8699747057195436,1.0,0.25037194290345816,0.3441024774955791,3.4010869991004938e-09,4.170521408356445e-05,3262.995123137814
Frac. RD (space),2.0,0,library_only_noise,1.0088421052631578,fractional_superunit,2.0999957614371403,0.49585489076533934,1.0,0.25037194290345816,0.3441024774955791,3.4010869991004938e-09,4.170521408356445e-05,3262.995123137814
Frac. RD (space),2.0,0,clean,1.0166842105263156,fractional_superunit,2.0999957614371403,0.4941633432374411,1.0,0.2508139304384677,0.34474428840632515,3.4472877200196192e-09,4.185252993092865e-05,3268.7101663165936
Frac. RD (space),2.0,0,fully_noisy,1.0166842105263156,fractional_superunit,0.3543875099307735,0.8697201372528176,1.0,0.2508139304384677,0.34474428840632515,3.4472877200196192e-09,4.185252993092865e-05,3268.7101663165936
Frac. RD (space),2.0,0,clean_initial_slice,1.0166842105263156,fractional_superunit,0.22832864771869493,0.3413485468152865,1.0,0.2508139304384677,0.34474428840632515,3.4472877200196192e-09,4.185252993092865e-05,3268.7101663165936
Frac. RD (space),2.0,0,target_only_noise,1.0166842105263156,fractional_superunit,0.3503147440976589,0.8699807667099981,1.0,0.2508139304384677,0.34474428840632515,3.4472877200196192e-09,4.185252993092865e-05,3268.7101663165936
Frac. RD (space),2.0,0,library_only_noise,1.0166842105263156,fractional_superunit,2.0999957614371403,0.49460141408978847,1.0,0.2508139304384677,0.34474428840632515,3.4472877200196192e-09,4.185252993092865e-05,3268.7101663165936
